2024-01-17 14:28:05, 0 mm, 0 Hz
2024-01-25 14:28:13, 0 mm, 0 Hz
2024-01-25 14:28:14, 0 mm, 0 Hz
2024-01-25 14:28:14, 0 mm, 0 Hz
2024-01-25 14:28:15, 0 mm, 0 Hz
2024-01-25 14:28:16, 0 mm, 0 Hz
2024-01-25 14:28:16, 0 mm, 0 Hz
2024-01-25 14:28:17, 0 mm, 0 Hz
2024-01-25 14:28:17, 0 mm, 0 Hz
2024-01-25 14:28:18, 0 mm, 0 Hz
2024-01-25 14:28:18, 0 mm, 0 Hz
2024-01-25 14:28:19, 0 mm, 0 Hz
2024-01-25 14:28:19, 0 mm, 0 Hz
2024-01-25 14:28:20, 0 mm, 0 Hz
2024-01-25 14:28:20, 0 mm, 0 Hz
2024-01-25 14:28:21, 0 mm, 0 Hz
2024-01-25 14:28:21, 0 mm, 0 Hz
2024-01-25 14:28:22, 0 mm, 0 Hz
2024-01-25 14:28:22, 0 mm, 0 Hz
2024-01-25 14:28:23, 0 mm, 0 Hz
2024-01-25 14:28:23, 0 mm, 0 Hz
2024-01-25 14:28:24, 0 mm, 0 Hz
2024-01-25 14:28:24, 0 mm, 0 Hz
2024-01-25 14:28:25, 0 mm, 0 Hz
2024-01-25 14:28:25, 0 mm, 0 Hz
2024-01-25 14:28:26, 0 mm, 0 Hz
2024-01-25 14:28:26, 0 mm, 0 Hz
2024-01-25 14:28:27, 0 mm, 0 Hz
2024-01-25 14:28:27, 0 mm, 0 Hz
2024-01-25 14:28:28, 0 mm, 0 Hz
2024-01-25 14:28:28, 0 mm, 0 Hz
2024-01-25 14:28:29, 0 mm, 0 Hz
2024-01-25 14:28:29, 0 mm, 0 Hz
2024-01-25 14:28:30, 0 mm, 0 Hz
2024-01-25 14:28:30, 0 mm, 0 Hz
2024-01-25 14:28:31, 0 mm, 0 Hz
2024-01-25 14:28:31, 0 mm, 0 Hz
2024-01-25 14:28:32, 0 mm, 0 Hz
2024-01-25 14:28:32, 0 mm, 0 Hz
2024-01-25 14:28:33, 0 mm, 0 Hz
2024-01-25 14:28:33, 0 mm, 0 Hz
2024-01-25 14:28:34, 0 mm, 0 Hz
2024-01-25 14:28:34, 0 mm, 0 Hz
2024-01-25 14:28:35, 0 mm, 0 Hz
2024-01-25 14:28:35, 0 mm, 0 Hz
2024-01-25 14:28:36, 0 mm, 0 Hz
2024-01-25 14:28:36, 0 mm, 0 Hz
2024-01-25 14:28:37, 0 mm, 0 Hz
2024-01-25 14:28:38, 0 mm, 0 Hz
2024-01-25 14:28:38, 0 mm, 0 Hz
2024-01-25 14:28:38, 0 mm, 0 Hz
2024-01-25 14:28:39, 0 mm, 0 Hz
2024-01-25 14:28:40, 0 mm, 0 Hz
2024-01-25 14:28:40, 0 mm, 0 Hz
2024-01-25 14:28:40, 0 mm, 0 Hz
2024-01-25 14:28:41, 0 mm, 0 Hz
2024-01-25 14:28:42, 0 mm, 0 Hz
2024-01-25 14:28:42, 0 mm, 0 Hz
2024-01-25 14:28:43, 0 mm, 0 Hz
2024-01-25 14:28:43, 0 mm, 0 Hz
2024-01-25 14:28:44, 0 mm, 0 Hz
2024-01-25 14:28:44, 0 mm, 0 Hz
2024-01-25 14:28:45, 0 mm, 0 Hz
2024-01-25 14:28:45, 0 mm, 0 Hz
2024-01-25 14:28:46, 0 mm, 0 Hz
2024-01-25 14:28:46, 0 mm, 0 Hz
2024-01-25 14:28:46, 0 mm, 0 Hz
2024-01-25 14:28:47, 0 mm, 0 Hz
2024-01-25 14:28:47, 0 mm, 0 Hz
2024-01-25 14:28:48, 0 mm, 0 Hz
2024-01-25 14:28:49, 0 mm, 0 Hz
2024-01-25 14:28:49, 0 mm, 0 Hz
2024-01-25 14:28:50, 0 mm, 0 Hz
2024-01-25 14:28:50, 0 mm, 0 Hz
2024-01-25 14:28:51, 0 mm, 0 Hz
2024-01-25 14:28:51, 0 mm, 0 Hz
2024-01-25 14:28:52, 0 mm, 0 Hz
2024-01-25 14:28:52, 0 mm, 0 Hz
2024-01-25 14:28:53, 0 mm, 0 Hz
2024-01-25 14:28:53, 0 mm, 0 Hz
2024-01-25 14:28:54, 0 mm, 0 Hz
2024-01-25 14:28:54, 0 mm, 0 Hz
2024-01-25 14:28:55, 0 mm, 0 Hz
2024-01-25 14:28:55, 0 mm, 0 Hz
2024-01-25 14:28:56, 0 mm, 0 Hz
2024-01-25 14:28:56, 0 mm, 0 Hz
2024-01-25 14:28:57, 0 mm, 0 Hz
2024-01-25 14:28:57, 0 mm, 0 Hz
2024-01-25 14:28:58, 0 mm, 0 Hz
2024-01-25 14:28:58, 0 mm, 0 Hz
2024-01-25 14:28:59, 0 mm, 0 Hz
2024-01-25 14:28:59, 0 mm, 0 Hz
2024-01-25 14:29:00, 0 mm, 0 Hz
2024-01-25 14:29:00, 0 mm, 0 Hz
2024-01-25 14:29:01, 0 mm, 0 Hz
2024-01-25 14:29:01, 0 mm, 0 Hz
2024-01-25 14:29:02, 0 mm, 0 Hz
2024-01-25 14:29:03, 0 mm, 0 Hz
2024-01-25 14:29:03, 0 mm, 0 Hz
2024-01-25 14:29:04, 0 mm, 0 Hz
2024-01-25 14:29:04, 0 mm, 0 Hz
2024-01-25 14:29:05, 0 mm, 0 Hz
2024-01-25 14:29:05, 0 mm, 0 Hz
2024-01-25 14:29:06, 0 mm, 0 Hz
2024-01-25 14:29:06, 0 mm, 0 Hz
2024-01-25 14:29:07, 0 mm, 0 Hz
2024-01-25 14:29:07, 0 mm, 0 Hz
2024-01-25 14:29:08, 0 mm, 0 Hz
2024-01-25 14:29:08, 0 mm, 0 Hz
2024-01-25 14:29:09, 0 mm, 0 Hz
2024-01-25 14:29:09, 0 mm, 0 Hz
2024-01-25 14:29:10, 0 mm, 0 Hz
2024-01-25 14:29:10, 0 mm, 0 Hz
2024-01-25 14:29:11, 0 mm, 0 Hz
2024-01-25 14:29:11, 0 mm, 0 Hz
2024-01-25 14:29:12, 0 mm, 0 Hz
2024-01-25 14:29:12, 0 mm, 0 Hz
2024-01-25 14:29:13, 0 mm, 0 Hz
2024-01-25 14:29:13, 0 mm, 0 Hz
2024-01-25 14:29:14, 0 mm, 0 Hz
2024-01-25 14:29:14, 0 mm, 0 Hz
2024-01-25 14:29:15, 0 mm, 0 Hz
2024-01-25 14:29:15, 0 mm, 0 Hz
2024-01-25 14:29:16, 0 mm, 0 Hz
2024-01-25 14:29:16, 0 mm, 0 Hz
2024-01-25 14:29:17, 0 mm, 0 Hz
2024-01-25 14:29:17, 0 mm, 0 Hz
2024-01-25 14:29:18, 0 mm, 0 Hz
2024-01-25 14:29:18, 0 mm, 0 Hz
2024-01-25 14:29:19, 0 mm, 0 Hz
2024-01-25 14:29:20, 0 mm, 0 Hz
2024-01-25 14:29:20, 0 mm, 0 Hz
2024-01-25 14:29:20, 0 mm, 0 Hz
2024-01-25 14:29:21, 0 mm, 0 Hz
2024-01-25 14:29:21, 0 mm, 0 Hz
2024-01-25 14:29:22, 0 mm, 0 Hz
2024-01-25 14:29:22, 0 mm, 0 Hz
2024-01-25 14:29:23, 0 mm, 0 Hz
2024-01-25 14:29:24, 0 mm, 0 Hz
2024-01-25 14:29:24, 0 mm, 0 Hz
2024-01-25 14:29:24, 0 mm, 0 Hz
2024-01-25 14:29:25, 0 mm, 0 Hz
2024-01-25 14:29:25, 0 mm, 0 Hz
2024-01-25 14:29:26, 0 mm, 0 Hz
2024-01-25 14:29:26, 0 mm, 0 Hz
2024-01-25 14:29:27, 0 mm, 0 Hz
2024-01-25 14:29:28, 0 mm, 0 Hz
2024-01-25 14:29:28, 0 mm, 0 Hz
2024-01-25 14:29:29, 0 mm, 0 Hz
2024-01-25 14:29:29, 0 mm, 0 Hz
2024-01-25 14:29:30, 0 mm, 0 Hz
2024-01-25 14:29:30, 0 mm, 0 Hz
2024-01-25 14:29:31, 0 mm, 0 Hz
2024-01-25 14:29:31, 0 mm, 0 Hz
2024-01-25 14:29:32, 0 mm, 0 Hz
2024-01-25 14:29:32, 0 mm, 0 Hz
2024-01-25 14:29:33, 0 mm, 0 Hz
2024-01-25 14:29:33, 0 mm, 0 Hz
2024-01-25 14:29:34, 0 mm, 0 Hz
2024-01-25 14:29:34, 0 mm, 0 Hz
2024-01-25 14:29:35, 0 mm, 0 Hz
2024-01-25 14:29:35, 16.936203002929688 mm, 0.05666666666666667 Hz
2024-01-25 14:29:36, 16.960814952850342 mm, 0.05666666666666667 Hz
2024-01-25 14:29:36, 17.006033420562744 mm, 0.05666666666666667 Hz
2024-01-25 14:29:37, 17.046767234802246 mm, 0.05666666666666667 Hz
2024-01-25 14:29:37, 17.12550115585327 mm, 0.05666666666666667 Hz
2024-01-25 14:29:38, 17.175114154815674 mm, 0.05666666666666667 Hz
2024-01-25 14:29:39, 17.163838863372803 mm, 0.05666666666666667 Hz
2024-01-25 14:29:39, 17.15603256225586 mm, 0.05666666666666667 Hz
2024-01-25 14:29:40, 17.13764476776123 mm, 0.05666666666666667 Hz
2024-01-25 14:29:40, 17.13158941268921 mm, 0.05666666666666667 Hz
2024-01-25 14:29:41, 17.173943996429443 mm, 0.05666666666666667 Hz
2024-01-25 14:29:41, 17.219398498535156 mm, 0.05666666666666667 Hz
2024-01-25 14:29:42, 17.249550819396973 mm, 0.05666666666666667 Hz
2024-01-25 14:29:42, 17.25845432281494 mm, 0.05666666666666667 Hz
2024-01-25 14:29:43, 17.248762607574463 mm, 0.05666666666666667 Hz
2024-01-25 14:29:43, 17.25280237197876 mm, 0.05666666666666667 Hz
2024-01-25 14:29:44, 17.21743154525757 mm, 0.05666666666666667 Hz
2024-01-25 14:29:44, 17.1809720993042 mm, 0.05666666666666667 Hz
2024-01-25 14:29:45, 17.126585483551025 mm, 0.05666666666666667 Hz
2024-01-25 14:29:45, 17.132916927337646 mm, 0.05666666666666667 Hz
2024-01-25 14:29:46, 17.125385284423828 mm, 0.05666666666666667 Hz
2024-01-25 14:29:46, 17.119947910308838 mm, 0.05666666666666667 Hz
2024-01-25 14:29:47, 17.08513641357422 mm, 0.05666666666666667 Hz
2024-01-25 14:29:47, 17.074111461639404 mm, 0.05666666666666667 Hz
2024-01-25 14:29:48, 17.08683443069458 mm, 0.05666666666666667 Hz
2024-01-25 14:29:48, 17.081132411956787 mm, 0.05666666666666667 Hz
2024-01-25 14:29:49, 17.104093551635742 mm, 0.05666666666666667 Hz
2024-01-25 14:29:49, 17.046466827392578 mm, 0.05666666666666667 Hz
2024-01-25 14:29:50, 17.037006855010986 mm, 0.05666666666666667 Hz
2024-01-25 14:29:51, 17.03335189819336 mm, 0.05666666666666667 Hz
2024-01-25 14:29:51, 17.077524662017822 mm, 0.05666666666666667 Hz
2024-01-25 14:29:51, 17.115551948547363 mm, 0.05666666666666667 Hz
2024-01-25 14:29:52, 17.18833065032959 mm, 0.05666666666666667 Hz
2024-01-25 14:29:52, 17.21826410293579 mm, 0.05666666666666667 Hz
2024-01-25 14:29:53, 17.28455114364624 mm, 0.05666666666666667 Hz
2024-01-25 14:29:53, 17.283079147338867 mm, 0.05666666666666667 Hz
2024-01-25 14:29:54, 17.253780841827393 mm, 0.05666666666666667 Hz
2024-01-25 14:29:55, 17.168867111206055 mm, 0.05666666666666667 Hz
2024-01-25 14:29:55, 17.191110134124756 mm, 0.05666666666666667 Hz
2024-01-25 14:29:56, 17.22182607650757 mm, 0.05666666666666667 Hz
2024-01-25 14:29:56, 17.23563051223755 mm, 0.05666666666666667 Hz
2024-01-25 14:29:57, 17.275304317474365 mm, 0.05666666666666667 Hz
2024-01-25 14:29:57, 17.291316032409668 mm, 0.05666666666666667 Hz
2024-01-25 14:29:58, 17.25844144821167 mm, 0.05666666666666667 Hz
2024-01-25 14:29:58, 17.29425573348999 mm, 0.05666666666666667 Hz
2024-01-25 14:29:59, 17.268982887268066 mm, 0.05666666666666667 Hz
2024-01-25 14:29:59, 17.266058921813965 mm, 0.05666666666666667 Hz
2024-01-25 14:30:00, 17.2366304397583 mm, 0.05666666666666667 Hz
2024-01-25 14:30:00, 17.214426040649414 mm, 0.05666666666666667 Hz
2024-01-25 14:30:01, 17.232470512390137 mm, 0.05666666666666667 Hz
2024-01-25 14:30:01, 17.253915309906006 mm, 0.05666666666666667 Hz
2024-01-25 14:30:02, 17.25076961517334 mm, 0.05666666666666667 Hz
2024-01-25 14:30:02, 17.314132690429688 mm, 0.05666666666666667 Hz
2024-01-25 14:30:03, 17.356335639953613 mm, 0.05666666666666667 Hz
2024-01-25 14:30:03, 17.36613178253174 mm, 0.05666666666666667 Hz
2024-01-25 14:30:04, 17.379581451416016 mm, 0.05666666666666667 Hz
2024-01-25 14:30:04, 17.365752696990967 mm, 0.05666666666666667 Hz
2024-01-25 14:30:05, 17.301681518554688 mm, 0.05666666666666667 Hz
2024-01-25 14:30:05, 17.203861713409424 mm, 0.05666666666666667 Hz
2024-01-25 14:30:06, 17.16107940673828 mm, 0.05666666666666667 Hz
2024-01-25 14:30:06, 17.148231983184814 mm, 0.05666666666666667 Hz
2024-01-25 14:30:07, 17.158305644989014 mm, 0.05666666666666667 Hz
2024-01-25 14:30:07, 17.150562286376953 mm, 0.05666666666666667 Hz
2024-01-25 14:30:08, 17.14011240005493 mm, 0.05666666666666667 Hz
2024-01-25 14:30:08, 17.134232997894287 mm, 0.05666666666666667 Hz
2024-01-25 14:30:09, 17.097930908203125 mm, 0.05666666666666667 Hz
2024-01-25 14:30:09, 17.052951335906982 mm, 0.05666666666666667 Hz
2024-01-25 14:30:10, 17.02912473678589 mm, 0.05666666666666667 Hz
2024-01-25 14:30:10, 17.04013967514038 mm, 0.05666666666666667 Hz
2024-01-25 14:30:11, 16.98319101333618 mm, 0.05666666666666667 Hz
2024-01-25 14:30:11, 16.952025890350342 mm, 0.05666666666666667 Hz
2024-01-25 14:30:12, 16.982205390930176 mm, 0.05666666666666667 Hz
2024-01-25 14:30:12, 16.995094299316406 mm, 0.05666666666666667 Hz
2024-01-25 14:30:13, 17.010117530822754 mm, 0.05666666666666667 Hz
2024-01-25 14:30:13, 17.06392765045166 mm, 0.05666666666666667 Hz
2024-01-25 14:30:14, 17.096187114715576 mm, 0.05666666666666667 Hz
2024-01-25 14:30:14, 17.155264377593994 mm, 0.05666666666666667 Hz
2024-01-25 14:30:15, 17.108781337738037 mm, 0.05666666666666667 Hz
2024-01-25 14:30:15, 17.04023551940918 mm, 0.05666666666666667 Hz
2024-01-25 14:30:16, 16.971498012542725 mm, 0.05666666666666667 Hz
2024-01-25 14:30:16, 17.01083993911743 mm, 0.05666666666666667 Hz
2024-01-25 14:30:17, 17.019970893859863 mm, 0.05666666666666667 Hz
2024-01-25 14:30:17, 17.04746961593628 mm, 0.05666666666666667 Hz
2024-01-25 14:30:18, 17.062467098236084 mm, 0.05666666666666667 Hz
2024-01-25 14:30:18, 17.07795524597168 mm, 0.05666666666666667 Hz
2024-01-25 14:30:19, 17.110239028930664 mm, 0.05666666666666667 Hz
2024-01-25 14:30:19, 17.125315189361572 mm, 0.05666666666666667 Hz
2024-01-25 14:30:20, 17.090447902679443 mm, 0.05666666666666667 Hz
2024-01-25 14:30:20, 17.103907585144043 mm, 0.05666666666666667 Hz
2024-01-25 14:30:21, 17.087350845336914 mm, 0.05666666666666667 Hz
2024-01-25 14:30:21, 17.070473670959473 mm, 0.05666666666666667 Hz
2024-01-25 14:30:22, 17.052035808563232 mm, 0.05666666666666667 Hz
2024-01-25 14:30:22, 16.97586965560913 mm, 0.05666666666666667 Hz
2024-01-25 14:30:23, 16.967426776885986 mm, 0.05666666666666667 Hz
2024-01-25 14:30:24, 16.933676719665527 mm, 0.05666666666666667 Hz
2024-01-25 14:30:24, 16.896738052368164 mm, 0.05666666666666667 Hz
2024-01-25 14:30:24, 16.853065967559814 mm, 0.05666666666666667 Hz
2024-01-25 14:30:25, 16.863271236419678 mm, 0.05666666666666667 Hz
2024-01-25 14:30:25, 16.842965126037598 mm, 0.05666666666666667 Hz
2024-01-25 14:30:26, 16.836161613464355 mm, 0.05666666666666667 Hz
2024-01-25 14:30:26, 16.816782474517822 mm, 0.05666666666666667 Hz
2024-01-25 14:30:27, 16.755436420440674 mm, 0.05666666666666667 Hz
2024-01-25 14:30:27, 16.682291507720947 mm, 0.05666666666666667 Hz
2024-01-25 14:30:28, 16.688345432281494 mm, 0.05666666666666667 Hz
2024-01-25 14:30:29, 16.65706443786621 mm, 0.05666666666666667 Hz
2024-01-25 14:30:29, 16.692489624023438 mm, 0.05666666666666667 Hz
2024-01-25 14:30:29, 16.710212230682373 mm, 0.05666666666666667 Hz
2024-01-25 14:30:30, 16.75854778289795 mm, 0.05666666666666667 Hz
2024-01-25 14:30:30, 16.74246883392334 mm, 0.05666666666666667 Hz
2024-01-25 14:30:31, 16.762630462646484 mm, 0.05666666666666667 Hz
2024-01-25 14:30:31, 16.77240514755249 mm, 0.05666666666666667 Hz
2024-01-25 14:30:32, 16.80924367904663 mm, 0.05666666666666667 Hz
2024-01-25 14:30:32, 16.78769302368164 mm, 0.05666666666666667 Hz
2024-01-25 14:30:33, 16.798078536987305 mm, 0.05666666666666667 Hz
2024-01-25 14:30:33, 16.80014133453369 mm, 0.05666666666666667 Hz
2024-01-25 14:30:34, 16.799986839294434 mm, 0.05666666666666667 Hz
2024-01-25 14:30:34, 16.82921075820923 mm, 0.05666666666666667 Hz
2024-01-25 14:42:51, 0 mm, 0 Hz
2024-01-25 14:42:52, 0 mm, 0 Hz
2024-01-25 14:42:52, 0 mm, 0 Hz
2024-01-25 14:42:53, 0 mm, 0 Hz
2024-01-25 14:42:53, 0 mm, 0 Hz
2024-01-25 14:42:54, 0 mm, 0 Hz
2024-01-25 14:42:54, 0 mm, 0 Hz
2024-01-25 14:42:55, 0 mm, 0 Hz
2024-01-25 14:42:55, 0 mm, 0 Hz
2024-01-25 14:42:56, 0 mm, 0 Hz
2024-01-25 14:42:56, 0 mm, 0 Hz
2024-01-25 14:42:57, 0 mm, 0 Hz
2024-01-25 14:42:58, 0 mm, 0 Hz
2024-01-25 14:42:58, 0 mm, 0 Hz
2024-01-25 14:42:59, 0 mm, 0 Hz
2024-01-25 14:42:59, 0 mm, 0 Hz
2024-01-25 14:43:00, 0 mm, 0 Hz
2024-01-25 14:43:00, 0 mm, 0 Hz
2024-01-25 14:43:01, 0 mm, 0 Hz
2024-01-25 14:43:01, 0 mm, 0 Hz
2024-01-25 14:43:02, 0 mm, 0 Hz
2024-01-25 14:43:02, 0 mm, 0 Hz
2024-01-25 14:43:03, 0 mm, 0 Hz
2024-01-25 14:43:03, 0 mm, 0 Hz
2024-01-25 14:43:04, 0 mm, 0 Hz
2024-01-25 14:43:04, 0 mm, 0 Hz
2024-01-25 14:43:05, 0 mm, 0 Hz
2024-01-25 14:43:05, 0 mm, 0 Hz
2024-01-25 14:43:06, 0 mm, 0 Hz
2024-01-25 14:43:06, 0 mm, 0 Hz
2024-01-25 14:43:07, 0 mm, 0 Hz
2024-01-25 14:43:07, 0 mm, 0 Hz
2024-01-25 14:43:08, 0 mm, 0 Hz
2024-01-25 14:43:08, 0 mm, 0 Hz
2024-01-25 14:43:09, 0 mm, 0 Hz
2024-01-25 14:43:10, 0 mm, 0 Hz
2024-01-25 14:43:10, 0 mm, 0 Hz
2024-01-25 14:43:10, 0 mm, 0 Hz
2024-01-25 14:43:11, 0 mm, 0 Hz
2024-01-25 14:43:11, 0 mm, 0 Hz
2024-01-25 14:43:12, 0 mm, 0 Hz
2024-01-25 14:43:12, 0 mm, 0 Hz
2024-01-25 14:43:13, 0 mm, 0 Hz
2024-01-25 14:43:14, 0 mm, 0 Hz
2024-01-25 14:43:14, 0 mm, 0 Hz
2024-01-25 14:43:15, 0 mm, 0 Hz
2024-01-25 14:43:15, 0 mm, 0 Hz
2024-01-25 14:43:15, 0 mm, 0 Hz
2024-01-25 14:43:16, 0 mm, 0 Hz
2024-01-25 14:43:16, 0 mm, 0 Hz
2024-01-25 14:43:17, 0 mm, 0 Hz
2024-01-25 14:43:18, 0 mm, 0 Hz
2024-01-25 14:43:18, 0 mm, 0 Hz
2024-01-25 14:43:19, 0 mm, 0 Hz
2024-01-25 14:43:19, 0 mm, 0 Hz
2024-01-25 14:43:19, 0 mm, 0 Hz
2024-01-25 14:43:20, 0 mm, 0 Hz
2024-01-25 14:43:20, 0 mm, 0 Hz
2024-01-25 14:43:21, 0 mm, 0 Hz
2024-01-25 14:43:22, 0 mm, 0 Hz
2024-01-25 14:43:22, 0 mm, 0 Hz
2024-01-25 14:43:23, 0 mm, 0 Hz
2024-01-25 14:43:23, 0 mm, 0 Hz
2024-01-25 14:43:24, 0 mm, 0 Hz
2024-01-25 14:43:24, 0 mm, 0 Hz
2024-01-25 14:43:25, 0 mm, 0 Hz
2024-01-25 14:43:25, 0 mm, 0 Hz
2024-01-25 14:43:26, 0 mm, 0 Hz
2024-01-25 14:43:26, 0 mm, 0 Hz
2024-01-25 14:43:27, 0 mm, 0 Hz
2024-01-25 14:43:27, 0 mm, 0 Hz
2024-01-25 14:43:28, 0 mm, 0 Hz
2024-01-25 14:43:28, 0 mm, 0 Hz
2024-01-25 14:43:29, 0 mm, 0 Hz
2024-01-25 14:43:29, 0 mm, 0 Hz
2024-01-25 14:43:30, 0 mm, 0 Hz
2024-01-25 14:43:30, 0 mm, 0 Hz
2024-01-25 14:43:31, 0 mm, 0 Hz
2024-01-25 14:43:31, 0 mm, 0 Hz
2024-01-25 14:43:32, 0 mm, 0 Hz
2024-01-25 14:43:32, 0 mm, 0 Hz
2024-01-25 14:43:33, 0 mm, 0 Hz
2024-01-25 14:43:33, 0 mm, 0 Hz
2024-01-25 14:43:34, 0 mm, 0 Hz
2024-01-25 14:43:34, 0 mm, 0 Hz
2024-01-25 14:43:35, 0 mm, 0 Hz
2024-01-25 14:43:35, 0 mm, 0 Hz
2024-01-25 14:43:36, 0 mm, 0 Hz
2024-01-25 14:43:36, 0 mm, 0 Hz
2024-01-25 14:43:37, 0 mm, 0 Hz
2024-01-25 14:43:37, 0 mm, 0 Hz
2024-01-25 14:43:38, 0 mm, 0 Hz
2024-01-25 14:43:38, 0 mm, 0 Hz
2024-01-25 14:43:39, 0 mm, 0 Hz
2024-01-25 14:43:39, 0 mm, 0 Hz
2024-01-25 14:43:40, 0 mm, 0 Hz
2024-01-25 14:43:40, 0 mm, 0 Hz
2024-01-25 14:43:41, 0 mm, 0 Hz
2024-01-25 14:43:41, 0 mm, 0 Hz
2024-01-25 14:43:42, 0 mm, 0 Hz
2024-01-25 14:43:42, 0 mm, 0 Hz
2024-01-25 14:43:43, 0 mm, 0 Hz
2024-01-25 14:43:44, 0 mm, 0 Hz
2024-01-25 14:43:44, 0 mm, 0 Hz
2024-01-25 14:43:45, 0 mm, 0 Hz
2024-01-25 14:43:45, 0 mm, 0 Hz
2024-01-25 14:43:45, 0 mm, 0 Hz
2024-01-25 14:43:46, 0 mm, 0 Hz
2024-01-25 14:43:46, 0 mm, 0 Hz
2024-01-25 14:43:47, 0 mm, 0 Hz
2024-01-25 14:43:48, 0 mm, 0 Hz
2024-01-25 14:43:48, 0 mm, 0 Hz
2024-01-25 14:43:49, 0 mm, 0 Hz
2024-01-25 14:43:49, 0 mm, 0 Hz
2024-01-25 14:43:50, 0 mm, 0 Hz
2024-01-25 14:43:50, 0 mm, 0 Hz
2024-01-25 14:43:51, 0 mm, 0 Hz
2024-01-25 14:43:51, 0 mm, 0 Hz
2024-01-25 14:43:52, 0 mm, 0 Hz
2024-01-25 14:43:52, 0 mm, 0 Hz
2024-01-25 14:43:53, 0 mm, 0 Hz
2024-01-25 14:43:53, 0 mm, 0 Hz
2024-01-25 14:43:54, 0 mm, 0 Hz
2024-01-25 14:43:54, 0 mm, 0 Hz
2024-01-25 14:43:55, 0 mm, 0 Hz
2024-01-25 14:43:55, 0 mm, 0 Hz
2024-01-25 14:43:56, 0 mm, 0 Hz
2024-01-25 14:43:56, 0 mm, 0 Hz
2024-01-25 14:43:57, 0 mm, 0 Hz
2024-01-25 14:43:57, 0 mm, 0 Hz
2024-01-25 14:43:58, 0 mm, 0 Hz
2024-01-25 14:43:58, 0 mm, 0 Hz
2024-01-25 14:43:59, 0 mm, 0 Hz
2024-01-25 14:43:59, 0 mm, 0 Hz
2024-01-25 14:44:00, 0 mm, 0 Hz
2024-01-25 14:44:00, 0 mm, 0 Hz
2024-01-25 14:44:01, 0 mm, 0 Hz
2024-01-25 14:44:01, 0 mm, 0 Hz
2024-01-25 14:44:02, 0 mm, 0 Hz
2024-01-25 14:44:02, 0 mm, 0 Hz
2024-01-25 14:44:03, 0 mm, 0 Hz
2024-01-25 14:44:04, 0 mm, 0 Hz
2024-01-25 14:44:04, 0 mm, 0 Hz
2024-01-25 14:44:04, 0 mm, 0 Hz
2024-01-25 14:44:05, 0 mm, 0 Hz
2024-01-25 14:44:05, 0 mm, 0 Hz
2024-01-25 14:44:06, 0 mm, 0 Hz
2024-01-25 14:44:07, 0 mm, 0 Hz
2024-01-25 14:44:07, 0 mm, 0 Hz
2024-01-25 14:44:08, 0 mm, 0 Hz
2024-01-25 14:44:08, 0 mm, 0 Hz
2024-01-25 14:44:09, 0 mm, 0 Hz
2024-01-25 14:44:09, 0 mm, 0 Hz
2024-01-25 14:44:10, 0 mm, 0 Hz
2024-01-25 14:44:10, 0 mm, 0 Hz
2024-01-25 14:44:11, 0 mm, 0 Hz
2024-01-25 14:44:11, 0 mm, 0 Hz
2024-01-25 14:44:12, 0 mm, 0 Hz
2024-01-25 14:44:12, 0 mm, 0 Hz
2024-01-25 14:44:13, 0 mm, 0 Hz
2024-01-25 14:44:13, 0 mm, 0 Hz
2024-01-25 14:44:14, 0 mm, 0 Hz
2024-01-25 14:44:14, 0 mm, 0 Hz
2024-01-25 14:44:15, 0 mm, 0 Hz
2024-01-25 14:44:15, 0 mm, 0 Hz
2024-01-25 14:44:16, 0 mm, 0 Hz
2024-01-25 14:44:16, 0 mm, 0 Hz
2024-01-25 14:44:17, 0 mm, 0 Hz
2024-01-25 14:44:17, 0 mm, 0 Hz
2024-01-25 14:44:18, 0 mm, 0 Hz
2024-01-25 14:44:18, 0 mm, 0 Hz
2024-01-25 14:44:19, 0 mm, 0 Hz
2024-01-25 14:44:19, 0 mm, 0 Hz
2024-01-25 14:44:20, 0 mm, 0 Hz
2024-01-25 14:44:20, 0 mm, 0 Hz
2024-01-25 14:44:21, 0 mm, 0 Hz
2024-01-25 14:44:21, 0 mm, 0 Hz
2024-01-25 14:44:22, 0 mm, 0 Hz
2024-01-25 14:44:22, 0 mm, 0 Hz
2024-01-25 14:44:23, 0 mm, 0 Hz
2024-01-25 14:44:23, 0 mm, 0 Hz
2024-01-25 14:44:24, 0 mm, 0 Hz
2024-01-25 14:44:24, 0 mm, 0 Hz
2024-01-25 14:44:25, 0 mm, 0 Hz
2024-01-25 14:44:25, 0 mm, 0 Hz
2024-01-25 14:44:26, 0 mm, 0 Hz
2024-01-25 14:44:26, 0 mm, 0 Hz
2024-01-25 14:44:27, 0 mm, 0 Hz
2024-01-25 14:44:27, 0 mm, 0 Hz
2024-01-25 14:44:28, 0 mm, 0 Hz
2024-01-25 14:44:28, 0 mm, 0 Hz
2024-01-25 14:44:29, 0 mm, 0 Hz
2024-01-25 14:44:30, 0 mm, 0 Hz
2024-01-25 14:44:30, 0 mm, 0 Hz
2024-01-25 14:44:31, 0 mm, 0 Hz
2024-01-25 14:44:31, 0 mm, 0 Hz
2024-01-25 14:44:32, 0 mm, 0 Hz
2024-01-25 14:44:32, 0 mm, 0 Hz
2024-01-25 14:44:33, 0 mm, 0 Hz
2024-01-25 14:44:33, 0 mm, 0 Hz
2024-01-25 14:44:34, 0 mm, 0 Hz
